Sample	posterior	likelihood	prior	treeLikelihood.AMR-seqsim	treeHeight.t:AMR-seqsim	treeLength.t:AMR-seqsim	Tree.t:AMR-seqsim.count_Resistant_to_Sensitive	Tree.t:AMR-seqsim.count_Sensitive_to_Resistant	Tree.t:AMR-seqsim.count_Resistant	Tree.t:AMR-seqsim.count_Sensitive	rootTypeLogger.t:AMR-seqsim	R0.t:AMR-seqsim1	R0.t:AMR-seqsim2	samplingProportion.t:AMR-seqsim1	samplingProportion.t:AMR-seqsim2	samplingProportion.t:AMR-seqsim3	samplingProportion.t:AMR-seqsim4	becomeUninfectiousRate.t:AMR-seqsim1	becomeUninfectiousRate.t:AMR-seqsim2	rateMatrix.t:AMR-seqsim1	rateMatrix.t:AMR-seqsim2	geo-frequencies.t:AMR-seqsim1	geo-frequencies.t:AMR-seqsim2	clockRate.c:AMR-seqsim	kappa.s:AMR-seqsim	freqParameter.s:AMR-seqsim1	freqParameter.s:AMR-seqsim2	freqParameter.s:AMR-seqsim3	freqParameter.s:AMR-seqsim4
1070000	-8906.644142770638	-8522.716057470081	-383.92808530055663	-8522.716057470081	9.850081050056863	214.41257299125948	35	21	14	86	0	0.7526026737469872	2.8802454611730117	0.0	0.4341351531636769	0.0	0.27543528804239953	0.4694406703211774	0.4694406703211774	0.4207442836910908	0.24071900589150033	0.27143925996768337	0.7285607400323169	0.004836722372041102	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1071000	-8911.987964887576	-8518.804097821192	-393.18386706638336	-8518.804097821192	10.04708136960172	214.7412271125386	39	22	12	88	1	1.423806453572487	2.7523707683676606	0.0	0.7404053284438721	0.0	0.2359090121264215	0.4829765951795591	0.4829765951795591	0.5869835473690534	0.18608903549230793	0.27143925996768337	0.7285607400323169	0.0048931112959652205	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1072000	-8898.995951245728	-8516.64983151506	-382.3461197306671	-8516.64983151506	10.02969154973147	214.37277992996022	34	19	14	86	1	1.0417139515911098	2.872609447270085	0.0	0.6336773396873877	0.0	0.2368387109171399	0.45305156041484396	0.45305156041484396	0.41970735461861225	0.17969121413285824	0.27143925996768337	0.7285607400323169	0.004914450065112099	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1073000	-8908.820532782185	-8517.247177351614	-391.57335543057155	-8517.247177351614	10.537376886067335	216.28477738027607	36	22	15	85	1	1.4065658378374384	2.5340518768700413	0.0	0.5951736446731709	0.0	0.22175461850681352	0.46203167655280164	0.46203167655280164	0.4919680998104096	0.1821085219765931	0.27143925996768337	0.7285607400323169	0.004672391606177667	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1074000	-8903.984646937208	-8521.92069777117	-382.0639491660384	-8521.92069777117	10.064232393806984	214.51539469115733	31	19	17	83	1	1.5055294896000255	2.2755590451713377	0.0	0.31821303556676267	0.0	0.17482764494414463	0.6030590388904534	0.6030590388904534	0.5506241369792728	0.18700385685807153	0.27143925996768337	0.7285607400323169	0.004988655520202514	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1075000	-8903.88854498486	-8525.078933367777	-378.8096116170832	-8525.078933367777	9.882614340326846	216.6473279888242	30	18	17	83	1	1.5867109229074317	2.767244809590974	0.0	0.38365639757680176	0.0	0.1932818109885995	0.48035633755285617	0.48035633755285617	0.47311068460244404	0.136795987649092	0.3928060136788583	0.607193986321142	0.004699883038647908	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1076000	-8898.478605724782	-8523.576581590802	-374.90202413398015	-8523.576581590802	10.461265806034582	217.9700562479668	29	17	16	84	0	1.426777406920781	2.821300620641019	0.0	0.37545383792643294	0.0	0.2519147754472977	0.5043665981508065	0.5043665981508065	0.29833402907708306	0.19316536252034275	0.8037359046668938	0.19626409533310646	0.004966470979562475	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1077000	-8911.82973886199	-8529.028844156843	-382.80089470514844	-8529.028844156843	10.536158777954627	218.2384064421616	30	20	18	82	0	1.388941501240829	2.901802530725517	0.0	0.2477664208372572	0.0	0.19463882400873553	0.5325810334280009	0.5325810334280009	0.2438712419905814	0.21364149807772023	0.8037359046668938	0.19626409533310646	0.00477552606980857	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1078000	-8919.541635433236	-8521.268722662797	-398.2729127704384	-8521.268722662797	10.291364803445306	220.01171524766045	38	25	15	85	0	1.015293972825707	3.3641536297675536	0.0	0.3005711741502605	0.0	0.28119580312455805	0.4629098710846093	0.4629098710846093	0.3108259638143101	0.38883321231730855	0.8037359046668938	0.19626409533310646	0.004891334230167917	2.8229596851972185	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1079000	-8920.129949087397	-8529.080417436784	-391.04953165061386	-8529.080417436784	9.800216187099155	214.60136840589416	40	22	11	89	1	1.3036310790630894	3.2877079455691067	0.0	0.21539706160449132	0.0	0.3135503962823629	0.4687630182287745	0.4687630182287745	0.20477659760994035	0.36201403309791175	0.8037359046668938	0.19626409533310646	0.005047388984147981	2.523619357811687	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1080000	-8909.668211055465	-8517.853901597564	-391.8143094579014	-8517.853901597564	10.367244430047144	213.5519608935042	38	24	15	85	1	1.6045354843087152	3.2286233881606363	0.0	0.2911441688122214	0.0	0.2998053401702629	0.4424500832849918	0.4424500832849918	0.32751246740309736	0.26968082405709626	0.42685758563368614	0.5731424143663142	0.004943026146677222	2.523619357811687	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1081000	-8917.45714862228	-8521.836127255188	-395.6210213670912	-8521.836127255188	9.807581413691487	210.6037637202587	40	27	16	84	1	1.018871205653284	3.1780488608097333	0.0	0.31860907054639415	0.0	0.33702711734981167	0.47465385034909563	0.47465385034909563	0.35438906514003865	0.32662229077757005	0.42685758563368614	0.5731424143663142	0.004927520820203859	2.523619357811687	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1082000	-8902.570860833634	-8518.571932013521	-383.9989288201131	-8518.571932013521	9.796893305883712	210.85347975447507	31	23	20	80	0	1.36753043302002	2.81983667800556	0.0	0.31303461778949504	0.0	0.2775165536975971	0.5143774882950481	0.5143774882950481	0.3687381666303633	0.34666252505266737	0.42685758563368614	0.5731424143663142	0.004663529738908371	2.523619357811687	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1083000	-8907.666276089203	-8510.612223345315	-397.05405274388863	-8510.612223345315	10.065782550069272	214.42841947640247	37	29	20	80	0	1.4371342816831578	2.816209891920823	0.0	0.319903096230672	0.0	0.2590894266943645	0.5042075371837276	0.5042075371837276	0.4100615523511626	0.27690693576894027	0.42685758563368614	0.5731424143663142	0.005131073386271105	2.523619357811687	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1084000	-8904.109840017156	-8509.748504855042	-394.36133516211356	-8509.748504855042	9.61752893417355	213.7380508785255	37	27	18	82	0	1.398283481061474	2.7096045881134527	0.0	0.3513454861178694	0.0	0.2353201796699941	0.5221014524265256	0.5221014524265256	0.5323176238314453	0.24234416638349435	0.42685758563368614	0.5731424143663142	0.005032732472887482	2.523619357811687	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1085000	-8921.777350269043	-8512.065311254346	-409.71203901469784	-8512.065311254346	10.476537789791248	213.56101561802444	42	33	19	81	0	1.514900599315717	3.075608926809494	0.0	0.314921232750613	0.0	0.21196854269313395	0.5503515323796311	0.5503515323796311	0.5042473204390036	0.28511404482781083	0.42685758563368614	0.5731424143663142	0.005016696762015383	2.6768154471927947	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1086000	-8907.489162641192	-8518.722877936825	-388.76628470436606	-8518.722877936825	9.665858628614096	212.5382893467753	35	23	17	83	1	1.3073611279690733	2.9293891956969995	0.0	0.4099910596187484	0.0	0.2311408912122015	0.4832996141344043	0.4832996141344043	0.5554509947616252	0.2423292076719841	0.42685758563368614	0.5731424143663142	0.004981437064611115	2.6768154471927947	0.25240761921828314	0.2526909041606688	0.25328996086486694	0.24161151575618128
1087000	-8907.582084132911	-8511.730963722819	-395.8511204100925	-8511.730963722819	10.503719057544666	215.6404702959145	38	23	14	86	1	1.4805762490068066	3.0887895611797807	0.0	0.3684361645448883	0.0	0.18079219854014295	0.47776371319138433	0.47776371319138433	0.5540139907125422	0.21215114827981177	0.42685758563368614	0.5731424143663142	0.004790464816706381	2.6768154471927947	0.2564168829898137	0.2526909041606688	0.25328996086486694	0.23760225198465074
1088000	-8893.418063990051	-8507.541477595401	-385.8765863946505	-8507.541477595401	10.650927037779825	217.87798900751486	34	20	14	86	0	1.1901373018017645	2.672849536915759	0.0	0.24266865095036627	0.0	0.23700364558432505	0.5280215926955792	0.5280215926955792	0.43731422325780434	0.2644754060257788	0.42685758563368614	0.5731424143663142	0.00492003111054084	2.6768154471927947	0.2564168829898137	0.2526909041606688	0.25328996086486694	0.23760225198465074
1089000	-8903.762055009109	-8508.467518367233	-395.29453664187446	-8508.467518367233	10.618836846663195	219.3909803552445	35	19	13	87	1	0.7166739562939797	2.475809845701489	0.0	0.29431696447881445	0.0	0.3516568062872516	0.49656281263681434	0.49656281263681434	0.3783836853330547	0.2718924305156691	0.290850565910275	0.7091494340897253	0.004803715443874072	2.6768154471927947	0.2564168829898137	0.2526909041606688	0.25328996086486694	0.23760225198465074
1090000	-8896.823411540543	-8507.883255046867	-388.9401564936769	-8507.883255046867	10.630405177035827	218.26537524832332	37	18	10	90	1	1.4513237053492887	2.8346986946756108	0.0	0.2980870022038667	0.0	0.31729827520504966	0.44807536642173673	0.44807536642173673	0.320737926002059	0.2771801314466243	0.290850565910275	0.7091494340897253	0.004578066248317247	2.6768154471927947	0.2564168829898137	0.2526909041606688	0.25328996086486694	0.23760225198465074
1091000	-8893.223061992028	-8514.795338473097	-378.4277235189313	-8514.795338473097	10.052726144723348	221.86523435679118	32	13	10	90	1	1.1413376448885357	2.4171924087365264	0.0	0.3475526679777199	0.0	0.28886664515596855	0.5259455372851566	0.5259455372851566	0.19044629242310837	0.26575451136739503	0.290850565910275	0.7091494340897253	0.004706387787243971	2.6768154471927947	0.2564168829898137	0.2526909041606688	0.25328996086486694	0.23760225198465074
1092000	-8905.486053767998	-8530.544677685897	-374.9413760821003	-8530.544677685897	10.047466748925604	220.17843284521427	30	11	10	90	1	1.2467948749752629	2.311325296076682	0.0	0.42023681958383585	0.0	0.3721465122382542	0.4600263970144672	0.4600263970144672	0.1596334214412032	0.31785372356678115	0.290850565910275	0.7091494340897253	0.004890886913362018	2.6768154471927947	0.2564168829898137	0.2526909041606688	0.25328996086486694	0.23760225198465074
1093000	-8893.920396503823	-8524.900958168508	-369.01943833531493	-8524.900958168508	9.875654485513405	219.22622588741217	29	11	11	89	1	1.499793866376604	2.5554551295596606	0.0	0.4249372642299345	0.0	0.24364744785791656	0.5081579728825486	0.5081579728825486	0.2743145998718059	0.17262240210609353	0.290850565910275	0.7091494340897253	0.0048921464534076595	2.6768154471927947	0.24766991191385299	0.2614378752366295	0.25328996086486694	0.23760225198465074
1094000	-8901.480153869317	-8526.132717973649	-375.3474358956682	-8526.132717973649	9.893743648662836	220.34991566503763	30	13	12	88	1	1.1214382855329235	2.932372242709933	0.0	0.4613481521650226	0.0	0.23103064522654249	0.5066260098156683	0.5066260098156683	0.23470605569045297	0.140174692513179	0.290850565910275	0.7091494340897253	0.005008357800110517	2.6768154471927947	0.24766991191385299	0.2614378752366295	0.25328996086486694	0.23760225198465074
1095000	-8901.058955999044	-8513.06962333953	-387.9893326595132	-8513.06962333953	11.3036638438524	224.63478161670628	33	15	11	89	1	1.1849379698026348	2.2259861826075764	0.0	0.4121978669624726	0.0	0.24978627491583114	0.535246151121042	0.535246151121042	0.4363707746355284	0.1481478287674496	0.290850565910275	0.7091494340897253	0.004646727630988445	2.6768154471927947	0.24766991191385299	0.2614378752366295	0.25328996086486694	0.23760225198465074
1096000	-8911.174087174984	-8513.256529893068	-397.91755728191686	-8513.256529893068	10.780204103174713	226.03329072247476	36	20	13	87	1	1.5825671025487975	2.688483400637621	0.0	0.576243898801261	0.0	0.27833707284130993	0.4764232250023586	0.4764232250023586	0.5662609303088496	0.17529033231943106	0.290850565910275	0.7091494340897253	0.00468654639884543	2.6768154471927947	0.24766991191385299	0.2614378752366295	0.25328996086486694	0.23760225198465074
1097000	-8922.552930775939	-8518.963460338206	-403.58947043773276	-8518.963460338206	10.21686277487444	228.24726415360732	35	22	16	84	1	1.1322835448448518	2.9042222274530127	0.0	0.3078484803461752	0.0	0.30590272838484184	0.45838397860720703	0.45838397860720703	0.4011699576800388	0.2106095113053638	0.290850565910275	0.7091494340897253	0.004688313138819669	2.6768154471927947	0.24766991191385299	0.24796858823747228	0.25328996086486694	0.25107153898380796
1098000	-8934.894395337933	-8520.750293288402	-414.14410204953106	-8520.750293288402	11.26832563623761	231.89658704802184	38	24	15	85	1	1.5151660621734042	2.7211793192891784	0.0	0.3251068639947721	0.0	0.32645817801772437	0.4669799778557845	0.4669799778557845	0.506882095622117	0.19058274481386495	0.2637766850276469	0.7362233149723534	0.004614947272065867	2.6768154471927947	0.24766991191385299	0.24796858823747228	0.25328996086486694	0.25107153898380796
1099000	-8917.010354279697	-8523.689441780138	-393.32091249955977	-8523.689441780138	10.215469115659621	230.23122697708203	35	17	11	89	1	0.9392217959402438	2.4097909623986076	0.0	0.4366312986274566	0.0	0.2809036502026582	0.493933356734698	0.493933356734698	0.29559753852599174	0.2219828733856806	0.2637766850276469	0.7362233149723534	0.004633104402374302	2.6768154471927947	0.24766991191385299	0.24796858823747228	0.25328996086486694	0.25107153898380796
1100000	-8913.334225901317	-8525.963698057187	-387.3705278441298	-8525.963698057187	9.657891657445465	226.75003281961736	34	17	12	88	1	1.4027291139179094	2.5384232410950043	0.0	0.3702596601799675	0.0	0.23820392719050115	0.496340263180286	0.496340263180286	0.289261284060538	0.18210955482175661	0.1427199027342932	0.8572800972657071	0.004753757495325028	2.4895601122906283	0.24766991191385299	0.24796858823747228	0.25328996086486694	0.25107153898380796
1101000	-8917.259213418785	-8525.638295988068	-391.6209174307171	-8525.638295988068	10.30857466166528	236.33416140619	32	14	11	89	1	1.6111673464639364	2.765953019357901	0.0	0.29553467603652694	0.0	0.2971504011405671	0.4655127119508614	0.4655127119508614	0.34056911186616107	0.20221518881152462	0.1427199027342932	0.8572800972657071	0.004374855491337792	2.465106633730718	0.24766991191385299	0.24796858823747228	0.25328996086486694	0.25107153898380796
1102000	-8905.298509098197	-8523.790035417069	-381.50847368112807	-8523.790035417069	9.909021765599007	225.37828902380724	33	15	11	89	1	1.4320941627126784	2.8495106663836753	0.0	0.33226424744095306	0.0	0.1696257196384701	0.5117652650407183	0.5117652650407183	0.3769693810050093	0.18717476989161835	0.1427199027342932	0.8572800972657071	0.00446322942117753	2.465106633730718	0.24766991191385299	0.24796858823747228	0.25328996086486694	0.25107153898380796
1103000	-8915.938611141544	-8524.529805895658	-391.4088052458871	-8524.529805895658	10.576777095582367	229.32711564627203	34	16	11	89	1	1.2945553957316616	2.2144062219754557	0.0	0.40932730890821034	0.0	0.2545603187134511	0.5470305114136841	0.5470305114136841	0.3375947691438785	0.16909122744342503	0.1427199027342932	0.8572800972657071	0.0046570586914201715	2.465106633730718	0.24766991191385299	0.24796858823747228	0.25328996086486694	0.25107153898380796
1104000	-8912.740824447146	-8526.418843526637	-386.3219809205086	-8526.418843526637	11.005188230948326	224.4117300709313	34	16	10	90	0	1.371107110332485	2.5278886569733214	0.0	0.2444076082390137	0.0	0.2486083663962437	0.5072591762362527	0.5072591762362527	0.24534460609111144	0.23632301235448927	0.1427199027342932	0.8572800972657071	0.004473540815305359	2.5418183884327257	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1105000	-8901.272388266781	-8518.91620496984	-382.3561832969417	-8518.91620496984	9.722583544373546	222.90782265442533	34	14	9	91	1	1.8062579928234155	3.1336309992066145	0.0	0.18139181072626295	0.0	0.2777156971444056	0.4340817088994701	0.4340817088994701	0.17340395781552193	0.2934589619146223	0.1427199027342932	0.8572800972657071	0.004728904840439503	2.5418183884327257	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1106000	-8884.796281997182	-8512.874117664152	-371.9221643330291	-8512.874117664152	9.739212495733295	218.54771180183127	32	11	8	92	1	1.1991548486835948	2.799823396832643	0.0	0.1926291655939898	0.0	0.2648091260887453	0.5394614642987757	0.5394614642987757	0.2166675236050824	0.2711674117783123	0.1427199027342932	0.8572800972657071	0.004687796501365241	2.5418183884327257	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1107000	-8885.565043210021	-8520.641510722715	-364.9235324873065	-8520.641510722715	10.520768589131073	219.8773459304458	32	10	7	93	1	0.5986709279713693	2.7709354484974624	0.0	0.5314800103863265	0.0	0.24404689782360225	0.5218389496166731	0.5218389496166731	0.2995053595024675	0.15597414327245435	0.1427199027342932	0.8572800972657071	0.004551087415431667	2.5418183884327257	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1108000	-8889.038022682518	-8507.07941452731	-381.95860815520876	-8507.07941452731	10.055711856972284	218.1076907660081	38	15	6	94	1	1.0833665720880181	3.237001770377785	0.0	0.46732415166781155	0.0	0.23546298415506567	0.47760220188611396	0.47760220188611396	0.3223826127620426	0.2630621639813834	0.1427199027342932	0.8572800972657071	0.004853647237929489	2.5418183884327257	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1109000	-8876.829906546836	-8506.946364173584	-369.883542373252	-8506.946364173584	10.020631062172646	218.29828050776428	34	11	6	94	1	1.0760886703289634	2.6761143304908517	0.0	0.568064174497219	0.0	0.30703096847657707	0.5106335682886572	0.5106335682886572	0.2529382238489318	0.2158728604305038	0.1427199027342932	0.8572800972657071	0.004750511037450012	2.5418183884327257	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1110000	-8875.781688405581	-8508.52512913397	-367.2565592716117	-8508.52512913397	9.991619465900229	214.72883497195798	33	11	7	93	1	0.9654935245317422	2.2479008018760855	0.0	0.3413707409005958	0.0	0.16848954335620742	0.5386458737711113	0.5386458737711113	0.3931620355897518	0.18325306326217508	0.1427199027342932	0.8572800972657071	0.004606704798486992	2.313640218916715	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1111000	-8873.781714596758	-8512.947011144477	-360.8347034522817	-8512.947011144477	10.11090569265933	212.50877129240286	32	11	8	92	1	1.0481311665047532	2.71768593269661	0.0	0.5656896801785443	0.0	0.1771628776914357	0.5077224956401776	0.5077224956401776	0.3117435456037778	0.13766155884982523	0.1427199027342932	0.8572800972657071	0.004993007721991784	2.313640218916715	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1112000	-8868.158791705848	-8515.38305142396	-352.77574028188855	-8515.38305142396	10.172609171924703	210.8590488955357	28	9	10	90	1	1.3018771279195043	2.5679803481995407	0.0	0.6156496727049815	0.0	0.26278749997311124	0.5025056168778658	0.5025056168778658	0.3700057861526996	0.10345222192708678	0.1427199027342932	0.8572800972657071	0.004953460557669499	2.313640218916715	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1113000	-8869.946443111245	-8515.414007757818	-354.53243535342733	-8515.414007757818	9.69331785854221	207.07125806140124	28	11	12	88	1	0.8136793857701737	2.428738131489165	0.0	0.6676362214779986	0.0	0.30039966630512954	0.5065286762449129	0.5065286762449129	0.39294459724707437	0.1882097619483705	0.046071703828011804	0.9539282961719885	0.005142160708531561	2.313640218916715	0.24766991191385299	0.24796858823747228	0.2560168174149903	0.24834468243368457
1114000	-8875.217280005014	-8516.6368834391	-358.5803965659141	-8516.6368834391	9.413853191839987	203.59187620936723	29	12	12	88	1	1.8054265642264642	2.713092421574405	0.0	0.4761476169911414	0.0	0.17562273281428598	0.5076966516199568	0.5076966516199568	0.44541179427023103	0.19730238796819946	0.046071703828011804	0.9539282961719885	0.005452800311720417	2.313640218916715	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1115000	-8882.969088534124	-8528.458716886995	-354.51037164712926	-8528.458716886995	9.524297549900155	203.33744772088326	29	11	11	89	1	1.422651731754473	2.9189164226962347	0.0	0.4975659777587232	0.0	0.2768436542427006	0.5270135270943193	0.5270135270943193	0.3177862715166999	0.1680049014368304	0.046071703828011804	0.9539282961719885	0.005359068864630341	2.313640218916715	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1116000	-8888.18675290613	-8535.806176731992	-352.3805761741371	-8535.806176731992	10.453444864436426	204.6876120428592	30	8	7	93	1	0.8308057063347734	2.7919156744383584	0.0	0.6176882773524436	0.0	0.23952730440638947	0.4770789839164466	0.4770789839164466	0.44716282216109604	0.2833064473683199	0.046071703828011804	0.9539282961719885	0.004950126728833498	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1117000	-8883.059879382026	-8535.358570275557	-347.701309106469	-8535.358570275557	10.45318728663299	205.44477590627514	30	8	7	93	1	1.134334738412336	2.8593582596451736	0.0	0.4052076500859466	0.0	0.19083417498681715	0.4924609184705793	0.4924609184705793	0.18247143282527328	0.20832585636220327	0.1697779301381681	0.8302220698618322	0.004942637750658455	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1118000	-8868.711988247866	-8524.745365210569	-343.9666230372963	-8524.745365210569	9.57189984407213	201.86195306405727	29	7	7	93	1	1.0956975563406606	3.0321002306114324	0.0	0.47345600057026516	0.0	0.17253899404699669	0.531166888335425	0.531166888335425	0.12976289948210382	0.18401073633003928	0.48122252518229613	0.5187774748177041	0.005185191389651814	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1119000	-8889.369171165556	-8521.600785143131	-367.7683860224236	-8521.600785143131	9.964392307091499	207.8034208783061	33	15	11	89	1	1.544357351266319	2.5814748966202274	0.0	0.40965383248939796	0.0	0.24152476211654167	0.5125868151741179	0.5125868151741179	0.2970724218608685	0.20977930563518712	0.48122252518229613	0.5187774748177041	0.004996616773272748	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1120000	-8897.92301663032	-8520.073475860092	-377.8495407702277	-8520.073475860092	9.36799480167321	207.8691844665749	36	19	12	88	1	1.7738876507959804	2.5795067927269226	0.0	0.36472666986226876	0.0	0.23748788773403706	0.5271926679823001	0.5271926679823001	0.3755588712191865	0.2763927627396066	0.48122252518229613	0.5187774748177041	0.004941402948027249	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1121000	-8881.474033311475	-8520.053915541464	-361.4201177700098	-8520.053915541464	9.35733325993808	206.11065545880342	32	13	10	90	1	1.4455534226229574	2.5931906489883128	0.0	0.3262390673496587	0.0	0.24957979784380613	0.48483732017292924	0.48483732017292924	0.36405313087288627	0.27159762367012297	0.48122252518229613	0.5187774748177041	0.005162998144263606	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1122000	-8886.820921392757	-8518.30011001135	-368.5208113814054	-8518.30011001135	9.496207049300095	207.4824216028282	33	13	9	91	1	0.8023125039808074	2.8887829181997478	0.0	0.5327195840105619	0.0	0.21860831074928225	0.43917355997677904	0.43917355997677904	0.2710947599680076	0.2022471072290864	0.48122252518229613	0.5187774748177041	0.00476291858575318	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1123000	-8883.335260800612	-8518.203731892085	-365.1315289085263	-8518.203731892085	8.924283163554449	208.1979351490632	30	14	13	87	1	1.517207441867718	2.358623095514338	0.0	0.6878056787564302	0.0	0.30583097556158423	0.5026836828925754	0.5026836828925754	0.3468574228337201	0.15200655438597974	0.48122252518229613	0.5187774748177041	0.005003229692908645	2.8762555694367413	0.25695567773703587	0.24796858823747228	0.2639361475160406	0.23113958650945143
1124000	-8882.627633310172	-8517.450895656719	-365.1767376534542	-8517.450895656719	9.387274731516765	208.63898589917272	29	15	14	86	0	1.6505863462659316	2.33249516437078	0.0	0.8116351597464283	0.0	0.35192358510547284	0.4822557250896616	0.4822557250896616	0.48494571027547906	0.15471127698458575	0.48122252518229613	0.5187774748177041	0.005122375715168142	3.0123357479752286	0.25695567773703587	0.24796858823747228	0.2613202678019542	0.2337554662235378
1125000	-8880.707404654058	-8517.086923481487	-363.620481172572	-8517.086923481487	10.10698660345634	209.30374566942726	29	14	13	87	0	1.4712383964504694	2.5509620091300294	0.0	0.5809356557779863	0.0	0.2312484328044245	0.5578980082848207	0.5578980082848207	0.4551470328639647	0.15338329980172807	0.48122252518229613	0.5187774748177041	0.005103848068893863	3.0123357479752286	0.25695567773703587	0.24796858823747228	0.2503816017864737	0.2446941322390183
1126000	-8894.193809697344	-8519.262064937859	-374.9317447594858	-8519.262064937859	10.535782869577439	214.12033579933154	34	13	8	92	1	1.1356046323931734	2.768238572537572	0.0	0.697641096792042	0.0	0.30632087827711457	0.4573187101922935	0.4573187101922935	0.5112566664445958	0.11881589909529679	0.5595610262647998	0.44043897373520047	0.005176643480638655	3.0123357479752286	0.25695567773703587	0.24796858823747228	0.2503816017864737	0.2446941322390183
1127000	-8887.687476515413	-8522.787619088038	-364.8998574273753	-8522.787619088038	9.747996341724452	202.88983546547098	31	16	13	87	0	1.3146160929486197	2.7013205960012354	0.0	0.7371282289677702	0.0	0.29142483508565853	0.5094016295842546	0.5094016295842546	0.3581046150363827	0.1250305425759788	0.5595610262647998	0.44043897373520047	0.005441778219147884	3.0123357479752286	0.24025970960573584	0.2646645563687723	0.2503816017864737	0.2446941322390183
1128000	-8885.211228902735	-8516.144786748502	-369.06644215423256	-8516.144786748502	9.750349603911516	209.2545147442264	35	13	7	93	1	0.9558157032089276	2.426595615635001	0.0	0.6460163912500372	0.0	0.26003217333679157	0.5082965695191425	0.5082965695191425	0.3252250217840999	0.15409494847685107	0.5595610262647998	0.44043897373520047	0.004945553661069952	2.4698716432247876	0.24025970960573584	0.2646645563687723	0.2503816017864737	0.2446941322390183
1129000	-8879.439283514455	-8514.57857068964	-364.86071282481555	-8514.57857068964	9.022145188079836	201.34889810547654	36	14	7	93	1	0.9920078236886964	2.5439668996293525	0.0	0.7341333424239678	0.0	0.24356660476110087	0.5097142305206878	0.5097142305206878	0.3646814695391709	0.12960417070305374	0.5595610262647998	0.44043897373520047	0.005238119692947981	2.4698716432247876	0.24025970960573584	0.2646645563687723	0.2503816017864737	0.2446941322390183
1130000	-8888.564000904911	-8522.241665735373	-366.32233516953846	-8522.241665735373	9.425646538792103	206.03890697450672	35	13	7	93	1	0.5754397337862266	2.3666760384615038	0.0	0.6737070575749883	0.0	0.2674474765178229	0.5704792000961448	0.5704792000961448	0.38150401293448527	0.16011702481484327	0.5595610262647998	0.44043897373520047	0.005151310263873026	2.7116740538746424	0.24025970960573584	0.2646645563687723	0.2503816017864737	0.2446941322390183
1131000	-8879.465434573367	-8512.935645420586	-366.52978915278146	-8512.935645420586	9.175359727068571	208.7385120463475	33	14	9	91	0	0.5585286062510642	2.706895099257036	0.0	0.5366186442064583	0.0	0.2365967119282498	0.47914970251999256	0.47914970251999256	0.34788049624665796	0.1758537299926958	0.5595610262647998	0.44043897373520047	0.00481837885373736	2.7116740538746424	0.24025970960573584	0.2646645563687723	0.2503816017864737	0.2446941322390183
